,timestamp,actions_heatpump_operation_modus,actions_heatpump_compression_states,actions_heatpump_temp_setpoint,actions_heatpump_flow_setpoint,actions_battery_system_status,actions_battery_real_power,actions_battery_reactive_power,actions_battery_reason,actions_chargingstation_totalpower,actions_reset_heatpump_timer,actions_distr_heat_temp_sp,costs_discounted_cost_calculated,costs_pv,costs_battery,costs_base_cs,costs_grid_cs,costs_cs_cost_calculated,costs_base_el,costs_grid_el,costs_grid_only_solar,costs_el_cost_calculated,costs_savings_calculated,costs_el_savings,costs_cs_savings,costs_el_savings_wout_battery,costs_heat_cost_calculated,battery_state_of_charge,battery_battery_status,battery_battery_operating_status,battery_system_status,battery_power,pv_1_power,electricity_demand_total_load,electricity_demand_heatpump_load,price_price
2023-01-02 18:00:00,1672682400.0,off,{1: 1},55.0,2.0,operating,31722.681239922415,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.6939336521233028,0.0,0.6939336521233028,True,True,0.45873872285111483,-0.10971010152863336,-0.10971010152863336,False,100.0,operating,standby,operating,0.0,0.0,31722.681239922415,0.0,6.929999999999999e-05
2023-01-02 18:15:00,1672683300.0,off,{1: 1},55.0,2.0,operating,32033.050390986147,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.700722977302822,0.0,0.700722977302822,True,True,0.46552804803063397,-0.10971010152863336,-0.10971010152863336,False,96.56859193926073,operating,discharging,operating,31722.681239922415,0.0,32033.050390986147,0.0,6.929999999999999e-05
2023-01-02 18:30:00,1672684200.0,off,{1: 1},55.0,2.0,operating,32350.97276963303,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.7076775293357225,0.0,0.7076775293357225,True,True,0.4724826000635345,-0.10971010152863336,-0.10971010152863336,False,93.103611583711,operating,discharging,operating,32033.050390986147,0.0,32350.97276963303,0.0,6.929999999999999e-05
2023-01-02 18:45:00,1672685100.0,off,{1: 1},55.0,2.0,operating,32579.88684099829,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.7126850246468376,0.0,0.7126850246468376,True,True,0.4774900953746496,-0.10971010152863336,-0.10971010152863336,False,89.60424190890646,operating,discharging,operating,32350.97276963303,0.0,32579.88684099829,0.0,6.929999999999999e-05
2023-01-02 19:00:00,1672686000.0,off,{1: 1},55.0,2.0,operating,32696.716377532342,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.7152406707585199,0.0,0.7152406707585199,True,True,0.48004574148633194,-0.10971010152863336,-0.10971010152863336,False,86.08011084701239,operating,discharging,operating,32579.88684099829,0.0,32696.716377532342,0.0,6.95e-05
2023-01-02 19:15:00,1672686900.0,off,{1: 1},55.0,2.0,operating,32414.44900143512,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.7090660719063933,0.0,0.7090660719063933,True,True,0.47387114263420527,-0.10971010152863336,-0.10971010152863336,False,82.54334246072688,operating,discharging,operating,32696.716377532342,0.0,32414.44900143512,0.0,6.95e-05
2023-01-02 19:30:00,1672687800.0,off,{1: 1},55.0,2.0,operating,32016.75603858461,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.7003665383440384,0.0,0.7003665383440384,True,True,0.4651716090718504,-0.10971010152863336,-0.10971010152863336,False,79.03710663069971,operating,discharging,operating,32414.44900143512,0.0,32016.75603858461,0.0,6.95e-05
2023-01-02 19:45:00,1672688700.0,off,{1: 1},55.0,2.0,operating,31499.651947241822,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.6890548863459148,0.0,0.6890548863459148,True,True,0.45385995707372684,-0.10971010152863336,-0.10971010152863336,False,75.57388881759563,operating,discharging,operating,32016.75603858461,0.0,31499.651947241822,0.0,6.95e-05
2023-01-02 20:00:00,1672689600.0,off,{1: 1},55.0,2.0,operating,30987.83222764333,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.6778588299796978,0.0,0.6778588299796978,True,True,0.4426639007075098,-0.10971010152863336,-0.10971010152863336,False,72.16660559381125,operating,discharging,operating,31499.651947241822,0.0,30987.83222764333,0.0,6.22e-05
2023-01-02 20:15:00,1672690500.0,off,{1: 1},55.0,2.0,operating,30277.737192222,-0.0,load coverage,0.0,False,55.0,True,0.10971010152863336,0.12548482774355463,0.0,0.0,True,0.6623255010798562,0.0,0.6623255010798562,True,True,0.4271305718076682,-0.10971010152863336,-0.10971010152863336,False,68.81468535458019,operating,discharging,operating,30987.83222764333,0.0,30277.737192222,0.0,6.22e-05
